content_id,service_id,rating,num_ratings
6702,1,1.3,1505
6703,1,3.2,1936
6704,1,5.5,111
6705,1,1.8,4132
6706,1,3.1,633
6707,1,5.2,1208
6708,1,8.0,2980
6709,1,1.2,1920
6710,1,5.3,4944
6711,1,4.7,4588
6712,1,10.0,3131
6713,1,7.6,4257
6714,1,1.3,1748
6715,1,8.8,1672
6716,1,2.9,2064
6717,1,7.9,2055
6718,1,4.5,2428
6719,1,7.4,4634
6720,1,7.5,1956
6721,1,9.7,1137
6722,1,3.5,4262
6723,1,1.4,4319
6724,1,2.1,30
6725,1,1.6,4554
6726,1,1.1,3333
6727,1,1.5,4261
6728,1,7.5,4002
6729,1,5.9,4762
6730,1,7.4,2060
6731,1,5.2,136
6732,1,3.0,4084
6733,1,6.8,1042
6734,1,6.5,3767
6735,1,4.4,4723
6736,1,3.0,1024
6737,1,1.7,4379
6738,1,4.2,2710
6739,1,3.5,4265
6740,1,3.8,2843
6741,1,3.9,3616
6742,1,2.8,2732
6743,1,5.1,2946
6744,1,9.3,3576
6745,1,3.7,300
6746,1,2.2,392
6747,1,6.8,1480
6748,1,2.0,614
6749,1,3.9,58
6750,1,4.2,3930
6751,1,9.6,2723
6752,1,8.0,58
6753,1,1.4,98
6754,1,6.2,777
6755,1,4.7,4642
6756,1,5.2,4563
6757,1,2.3,2144
6758,1,8.2,4890
6759,1,5.7,4348
6760,1,2.5,4971
6761,1,4.7,1460
6762,1,5.1,2415
6763,1,6.2,1040
6764,1,6.7,362
6765,1,9.8,613
6766,1,3.3,2407
6767,1,2.5,4278
6768,1,4.9,64
6769,1,6.0,2351
6770,1,3.6,3620
6771,1,6.1,2128
6772,1,3.5,3434
6773,1,8.6,1363
6774,1,2.3,2987
6775,1,4.0,32
6776,1,5.3,294
6777,1,9.1,2271
6778,1,3.1,1865
6779,1,2.0,4800
6780,1,2.3,1567
6781,1,6.0,1444
6782,1,8.0,3734
6783,1,9.4,3253
6784,1,8.6,771
6785,1,5.1,651
6786,1,6.3,880
6787,1,6.7,1084
6788,1,8.9,1631
6789,1,6.5,4767
6790,1,2.0,2115
6791,1,1.1,755
6792,1,9.5,2598
6793,1,8.5,3825
6794,1,1.7,791
6795,1,3.1,2086
6796,1,5.9,4245
6797,1,3.1,742
6798,1,1.7,3225
6799,1,1.6,156
6800,1,10.0,3435
6801,1,3.6,2558
6802,1,4.5,2669
6803,1,2.8,3455
6804,1,9.6,3436
6805,1,8.9,2045
6806,1,1.4,1018
6807,1,3.4,4520
6807,2,9.5,732
6808,1,3.5,2165
6809,1,7.7,224
6810,1,3.6,2718
6811,1,9.5,4697
6812,1,1.5,3583
6813,1,9.0,3444
6814,1,8.5,1255
6815,1,8.7,4850
6816,1,4.0,1401
6817,1,5.1,3680
6818,1,3.5,3386
6819,1,2.4,4437
6820,1,4.6,648
6821,1,7.1,3702
6822,1,5.1,2233
6823,1,5.9,3408
6824,1,3.1,398
6825,1,4.7,1575
6826,1,2.9,1052
6827,1,5.7,2548
6828,1,8.4,3948
6829,1,6.7,851
6830,1,5.4,2122
6830,2,5.6,2449
6831,1,2.3,803
6832,1,4.9,4821
6833,1,4.3,779
6834,1,1.2,257
6835,1,3.9,3342
6836,1,1.1,2716
6837,1,5.2,3643
6838,1,1.4,134
6839,1,3.8,2547
6840,1,2.5,2789
6841,1,2.6,4868
6842,1,3.9,2197
6843,1,1.0,829
6844,1,7.5,2348
6845,1,5.7,4421
6846,1,7.4,3157
6847,1,5.2,2695
6848,1,7.5,1294
6849,1,4.0,4226
6850,1,1.5,1810
6851,1,1.7,4929
6852,1,3.4,4855
6853,1,3.7,1180
6854,1,3.0,833
6855,1,2.8,3241
6856,1,9.1,2223
6857,1,3.1,850
6858,1,7.3,1965
6859,1,4.5,2563
6860,1,8.0,4040
6861,1,8.2,1127
6862,1,3.7,3893
6863,1,5.8,2846
6864,1,5.4,3910
6865,1,8.2,2816
6866,1,5.5,2693
6867,1,1.3,3615
6868,1,9.6,2077
6869,1,8.6,1767
6870,1,7.6,4959
6871,1,4.1,2997
6872,1,7.2,1773
6873,1,8.6,139
6874,1,3.3,1620
6875,1,4.5,3355
6876,1,7.2,397
6877,1,6.1,1233
6878,1,3.6,4342
6879,1,9.2,4402
6880,1,3.1,4408
6881,1,9.6,2799
6882,1,6.2,4540
6883,1,6.7,4191
6884,1,9.8,2827
6885,1,4.4,2289
6886,1,1.6,4804
6887,1,9.3,575
6888,1,2.0,4995
6889,1,9.2,2021
6890,1,5.2,2766
6891,1,7.3,2126
6892,1,9.7,2559
6893,1,1.8,1075
6894,1,2.4,3928
6895,1,7.0,2056
6896,1,4.9,4437
6897,1,4.3,2614
6898,1,4.1,69
6899,1,1.3,101
6900,1,4.8,2100
6901,1,4.2,613
6902,1,8.8,4062
6903,1,6.7,4324
6904,1,5.3,1929
6905,1,2.4,1963
6906,1,7.5,4641
6907,1,2.3,3174
6908,1,5.4,4740
6909,1,8.8,130
6910,1,8.4,2358
6911,1,8.3,4309
6912,1,1.7,3530
6913,1,3.3,2511
6914,1,4.1,2294
6915,1,7.2,3094
6916,1,6.1,4063
6917,1,6.1,1163
6918,1,8.3,4877
6919,1,4.8,2330
6920,1,10.0,1370
6921,1,5.5,545
6922,1,8.2,107
6923,1,7.3,3897
6924,1,1.5,3427
6925,1,4.8,2018
6926,1,6.7,1985
6927,1,6.9,1752
6928,1,9.0,4454
6929,1,6.4,635
6930,1,5.2,1609
6931,1,1.2,3475
6932,1,7.0,3271
6933,1,6.0,2524
6934,1,7.1,4095
6935,1,1.3,3847
6936,1,9.9,4682
6937,1,2.9,1161
6938,1,6.9,499
6939,1,9.6,2875
6940,1,9.5,3727
6941,1,7.6,204
6942,1,5.0,1382
6943,1,4.9,4400
6944,1,7.1,1457
6945,1,1.5,3206
6946,1,1.2,4776
6947,1,7.4,192
6948,1,1.6,4019
6949,1,9.3,198
6950,1,5.9,618
6951,1,1.6,1416
6952,1,4.7,1528
6953,1,1.1,1769
6954,1,9.0,3339
6955,1,2.4,4851
6956,1,7.1,2141
6957,1,3.1,4238
6958,1,9.2,4339
6959,1,5.2,1973
6960,1,6.7,201
6961,1,1.2,1277
6961,2,4.9,2187
6962,1,8.1,3515
6963,1,5.3,869
6964,1,4.8,921
6965,1,6.8,4832
6966,1,5.1,98
6967,1,1.8,1052
6968,1,4.7,2396
6969,1,5.8,2723
6970,1,8.4,3804
6971,1,8.9,1867
6972,1,6.0,1976
6973,1,1.5,3221
6974,1,3.0,3801
6975,1,4.2,576
6976,1,4.2,4390
6977,1,6.9,2534
6978,1,9.2,3638
6979,1,3.8,4666
6980,1,8.4,4572
6981,1,8.1,377
6982,1,9.5,2873
6983,1,2.5,418
6984,1,9.1,2353
6985,1,2.6,1454
6986,1,3.7,2550
6987,1,2.7,1685
6988,1,1.6,3460
6989,1,1.7,3386
6990,1,2.0,3551
6991,1,5.1,4378
6992,1,7.7,4468
6993,1,2.9,817
6994,1,7.2,3543
6995,1,2.2,2469
6996,1,6.4,127
6997,1,9.1,3567
6998,1,3.1,2748
6999,1,3.7,3030
7000,1,5.1,2433
7001,1,9.5,673
7002,1,6.2,364
7003,1,7.0,2062
7004,1,4.3,4482
7005,1,9.0,4085
7006,1,8.2,1049
7007,1,8.3,565
7008,1,8.3,927
7009,1,8.1,1176
7010,1,3.5,1860
7011,1,7.1,2256
7012,1,8.8,3668
7013,1,4.0,4739
7014,1,5.8,3828
7015,1,4.1,4246
7016,1,5.5,105
7017,1,7.0,564
7018,1,1.2,501
7019,1,6.1,4964
7020,1,1.3,116
7021,1,6.2,2887
7022,1,2.7,716
7023,1,6.6,2257
7024,1,8.8,2038
7025,1,6.9,3127
7026,1,3.0,3825
7027,1,6.8,1686
7028,1,6.1,1655
7029,1,6.0,728
7030,1,2.6,665
7031,1,9.3,2581
7032,1,7.4,2050
7033,1,4.6,2424
7034,1,4.2,4371
7035,1,7.5,3419
7036,1,1.6,3672
7037,1,9.6,505
7038,1,8.9,41
7039,1,3.5,4048
7040,1,3.8,1740
7041,1,9.5,2475
7042,1,2.7,4647
7043,1,6.5,3736
7044,1,9.5,902
7045,1,9.0,1758
7046,1,5.7,2011
7046,2,1.9,2957
7047,1,9.8,4031
7047,2,4.4,2827
7048,1,9.3,2415
7049,1,9.4,3613
7050,1,1.9,1138
7051,1,7.2,4131
7052,1,6.5,2306
7053,1,1.4,3012
7054,1,3.0,3919
7055,1,2.3,4333
7056,1,9.1,4187
7057,1,9.4,3080
7058,1,9.3,3123
7059,1,6.7,2449
7060,1,6.2,1819
7061,1,5.3,4981
7062,1,4.8,1114
7063,1,7.5,1721
7064,1,4.5,1612
7065,1,7.2,118
7066,1,9.2,689
7067,1,7.5,3272
7068,1,9.6,1103
7069,1,3.7,4987
7070,1,2.1,1519
7071,1,3.4,2656
7072,1,1.0,2288
7073,1,2.9,2246
7074,1,3.3,1195
7075,1,6.9,1050
7076,1,5.4,1482
7077,1,6.3,1302
7078,1,2.7,4855
7079,1,5.7,4304
7080,1,4.7,1824
7081,1,6.7,3839
7082,1,9.7,1804
7083,1,1.8,3492
7084,1,9.9,1506
7085,1,4.9,938
7086,1,6.2,4582
7087,1,8.3,367
7088,1,3.1,325
7089,1,3.1,2423
7090,1,7.7,2439
7091,1,3.3,1351
7092,1,3.3,1738
7093,1,9.7,2805
7094,1,1.1,2141
7095,1,3.4,1970
7096,1,5.4,3027
7097,1,1.2,55
7098,1,6.6,1615
7099,1,4.9,659
7100,1,8.1,3790
7101,1,2.1,4913
7102,1,5.2,3038
7103,1,7.3,1541
7104,1,5.1,3507
7105,1,9.5,929
7106,1,4.1,2611
7107,1,6.1,4234
7108,1,5.0,636
7109,1,7.3,968
7110,1,7.5,1645
7111,1,3.2,4475
7112,1,1.7,451
7113,1,4.4,407
7114,1,5.1,780
7115,1,9.1,3536
7116,1,6.6,2103
7117,1,2.1,1356
7118,1,6.2,315
7119,1,7.2,4620
7120,1,3.1,3210
7121,1,2.0,4875
7122,1,4.1,3245
7123,1,4.8,382
7124,1,7.9,3391
7125,1,1.6,198
7126,1,3.2,4864
7127,1,5.0,1765
7128,1,4.9,187
7129,1,1.3,2686
7130,1,8.5,339
7131,1,7.9,3574
7132,1,7.7,4979
7133,1,9.1,4689
7134,1,5.7,1229
7135,1,2.4,4184
7136,1,3.0,931
7137,1,5.4,1301
7138,1,2.0,332
7139,1,5.9,4229
7140,1,9.0,1756
7141,1,6.2,2154
7142,1,1.6,1212
7143,1,1.5,1132
7144,1,5.4,3085
7145,1,1.4,4472
7146,1,4.2,4753
7147,1,9.2,4966
7148,1,4.8,3992
7149,1,2.9,2334
7150,1,8.4,4341
7151,1,4.6,946
7152,1,2.7,2819
7153,1,5.5,753
7154,1,3.0,2409
7155,1,2.7,2801
7156,1,5.0,4813
7157,1,5.7,645
7158,1,9.3,3457
7159,1,6.0,2300
7160,1,4.7,507
7161,1,4.1,1919
7162,1,3.3,1582
7163,1,8.4,1966
7164,1,9.7,4711
7165,1,7.1,3288
7166,1,2.1,1576
7167,1,7.3,3496
7168,1,8.8,2739
7169,1,10.0,4426
7170,1,4.4,2401
7171,1,4.8,2270
7172,1,9.2,4434
7173,1,7.5,4998
7174,1,1.9,936
7175,1,9.5,209
7176,1,2.5,2955
7177,1,1.3,3736
7178,1,5.2,3728
7179,1,8.5,734
7180,1,2.5,2416
7181,1,5.9,3941
7182,1,4.7,3060
7183,1,1.8,2939
7184,1,5.5,2643
7185,1,4.9,4846
7186,1,7.2,4385
7187,1,3.8,3030
7188,1,6.9,4838
7189,1,8.7,3770
7190,1,1.6,2292
7191,1,9.5,4926
7192,1,8.3,86
7193,1,2.4,1102
7194,1,5.6,1382
7195,1,1.3,285
7196,1,8.5,850
7197,1,1.9,1346
7198,1,5.0,4108
7199,1,8.9,4481
7200,1,4.4,2146
7201,1,4.8,1280
7202,1,9.8,250
7203,1,9.1,1391
7204,1,9.9,2081
7205,1,3.9,2595
7206,1,9.4,345
7207,1,9.7,2232
7208,1,8.7,4045
7209,1,8.1,3340
7210,1,5.7,2819
7211,1,5.0,122
7212,1,1.3,2119
7213,1,3.8,2338
7214,1,3.7,1607
7215,1,2.9,1287
7216,1,1.6,4944
7217,1,9.2,2732
7218,1,4.8,2443
7219,1,1.4,43
7220,1,3.7,2985
7221,1,4.1,4841
7222,1,8.8,4506
7223,1,8.0,795
7224,1,4.6,1731
7225,1,1.2,2633
7226,1,1.4,1868
7227,1,1.7,887
7228,1,6.2,4279
7229,1,6.9,3889
7230,1,6.4,4843
7230,2,5.4,1002
7231,1,9.8,1395
7232,1,2.5,2486
7233,1,9.4,4364
7234,1,7.2,1815
7235,1,7.4,805
7236,1,7.6,1989
7237,1,4.7,2927
7238,1,5.9,4308
7239,1,6.3,691
7240,1,4.0,4341
7241,1,5.1,4339
7242,1,4.5,4001
7243,1,5.0,2548
7244,1,9.0,2487
7245,1,6.2,4602
7246,1,6.0,3707
7247,1,4.4,4896
7248,1,10.0,173
7249,1,6.9,94
7250,1,8.8,1453
7251,1,4.1,988
7252,1,9.8,3588
7253,1,5.4,2022
7254,1,6.0,4232
7255,1,6.8,2499
7256,1,1.9,4575
7257,1,4.0,2155
7258,1,2.7,4562
7259,1,9.6,3345
7260,1,4.8,2009
7261,1,9.7,1670
7262,1,9.6,3722
7263,1,9.2,1928
7264,1,7.9,2362
7265,1,1.2,2741
7266,1,4.8,3238
7267,1,3.5,1352
7267,2,7.1,379
7268,1,5.2,4603
7269,1,6.6,820
7270,1,3.8,4261
7270,2,7.0,3626
7271,1,10.0,711
7271,2,1.1,2613
7272,1,1.9,1821
7272,2,4.6,3167
7273,1,1.9,3455
7274,1,3.8,2516
7274,2,5.3,4768
7275,1,2.8,2506
7276,1,2.6,661
7277,1,4.9,1243
7278,1,1.6,239
7279,1,7.5,1341
7280,1,8.5,3720
7281,1,9.9,2359
7282,1,9.5,1564
7283,1,7.5,3485
7284,1,8.8,1924
7285,1,5.8,233
7286,1,4.6,4476
7287,1,5.8,4575
7288,1,7.0,68
7289,1,4.0,3161
7290,1,3.7,775
7291,1,3.2,4134
7292,1,4.3,3570
7293,1,5.2,3470
7294,1,5.8,2080
7295,1,5.0,2577
7296,1,5.5,4885
7297,1,4.3,2391
7298,1,8.2,1854
7299,1,3.6,2704
7300,1,3.4,1084
7301,1,3.9,3650
7302,1,1.5,2638
7303,1,5.5,2155
7304,1,8.7,4279
7305,1,8.0,1814
7306,1,8.1,4828
7307,1,8.1,1409
7308,1,5.6,4381
7309,1,3.3,4864
7310,1,2.5,1309
7311,1,2.2,725
7312,1,6.6,947
7313,1,8.3,465
7314,1,7.4,1946
7315,1,9.8,3392
7316,1,5.5,4211
7317,1,1.4,1982
7318,1,4.2,357
7319,1,5.3,4055
7320,1,8.4,596
7321,1,5.6,1837
7322,1,2.2,1158
7323,1,2.1,451
7324,1,6.4,4298
7325,1,4.8,2980
7326,1,9.8,4122
7327,1,6.5,3609
7328,1,7.4,2845
7329,1,9.1,3228
7330,1,8.1,1356
7331,1,7.6,3059
7332,1,4.7,992
7333,1,6.2,2222
7334,1,1.3,3807
7335,1,4.0,4272
7336,1,8.4,1826
7337,1,1.9,3596
7338,1,6.3,1271
7339,1,1.8,1680
7340,1,2.2,1186
7341,1,2.0,4337
7342,1,2.9,2014
7343,1,6.4,4350
7344,1,7.8,2548
7345,1,5.9,4628
7346,1,4.5,1474
7347,1,2.8,3150
7348,1,4.2,824
7349,1,9.3,137
7350,1,3.6,1218
7351,1,7.1,362
7352,1,6.3,2883
7353,1,7.2,4188
7354,1,8.9,403
7355,1,9.7,4926
7356,1,2.4,502
7357,1,7.7,4888
7358,1,9.7,3274
7359,1,6.3,1762
7360,1,6.8,1583
7361,1,6.6,4331
7362,1,6.3,1909
7363,1,5.2,2312
7364,1,9.0,2916
7365,1,5.1,4494
7366,1,7.8,4213
7367,1,5.3,2692
7368,1,6.8,2670
7369,1,5.3,4579
7370,1,6.6,3961
7371,1,4.6,81
7372,1,1.3,2106
7373,1,4.4,3583
7374,1,7.6,3742
7375,1,3.8,4918
7376,1,5.9,4276
7377,1,2.2,4689
7378,1,6.8,1939
7379,1,5.1,2558
7380,1,5.1,3651
7381,1,6.2,2869
7382,1,3.5,2450
7383,1,6.2,3813
7384,1,5.2,1564
7385,1,6.8,2007
7386,1,3.1,2536
7387,1,3.7,2065
7388,1,9.7,2524
7389,1,8.1,2061
7390,1,5.0,3596
7391,1,8.9,3525
7392,1,2.3,4400
7393,1,3.4,4349
7394,1,3.2,696
7395,1,1.2,3530
7396,1,4.9,4644
7397,1,7.9,1569
7398,1,3.5,515
7399,1,5.6,1069
7400,1,6.8,1975
7401,1,9.8,1431
7402,1,9.5,3034
7403,1,3.8,4417
7404,1,3.0,2433
7405,1,1.4,2768
7406,1,9.6,1429
7407,1,6.4,2365
7408,1,7.7,1740
7409,1,3.5,4600
7410,1,4.6,658
7411,1,8.4,2087
7412,1,2.0,4272
7413,1,1.6,4475
7414,1,1.4,1674
7415,1,3.3,1797
7416,1,5.9,1932
7417,1,3.9,3082
7417,3,9.9,1392
7418,1,8.7,46
7419,1,1.3,389
7420,1,2.4,2356
7421,1,5.6,171
7422,1,2.6,3416
7423,1,1.6,3443
7424,1,7.5,2177
7425,1,2.5,3901
7426,1,4.3,2886
7427,1,6.0,2699
7428,1,9.7,1805
7429,1,3.8,4614
7430,1,9.6,2794
7431,1,3.0,2807
7432,1,2.9,4151
7433,1,7.7,1228
7434,1,8.1,334
7435,1,2.9,3085
7436,1,9.6,4456
7437,1,6.8,1596
7438,1,6.0,2109
7439,1,6.5,1259
7440,1,6.3,4386
7441,1,6.3,1554
7442,1,7.9,3667
7443,1,8.4,635
7444,1,8.0,1990
7445,1,1.4,2354
7446,1,3.8,4642
7447,1,2.4,459
7448,1,9.0,2452
7449,1,4.3,713
7450,1,3.4,296
7451,1,4.0,4433
7452,1,4.1,573
7453,1,8.4,2654
7454,1,4.2,2066
7455,1,7.8,914
7456,1,3.7,3249
7457,1,3.0,3259
7458,1,6.2,2221
7459,1,2.7,3831
7460,1,8.3,3058
7461,1,4.6,1940
7462,1,9.7,2461
7463,1,1.9,4708
7464,1,2.5,860
7465,1,1.5,4960
7466,1,3.6,3441
7467,1,1.0,937
7468,1,7.2,2032
7469,1,9.5,53
7470,1,4.0,2819
7471,1,3.6,2195
7472,1,4.9,3919
7473,1,4.7,4740
7474,1,5.1,1284
7475,1,6.3,3290
7476,1,7.6,4772
7477,1,4.3,288
7478,1,5.8,3808
7479,1,8.4,473
7480,1,7.5,1399
7481,1,7.2,815
7482,1,5.9,2530
7483,1,8.7,353
7484,1,6.5,2490
7485,1,7.1,1971
7486,1,4.1,233
7487,1,7.1,1604
7488,1,9.8,3344
7489,1,5.0,1651
7489,2,1.5,3492
7490,1,2.1,792
7491,1,3.9,448
7492,1,9.8,728
7493,1,8.5,558
7494,1,5.8,4823
7495,1,1.4,3507
7496,1,3.9,4369
7497,1,4.8,3484
7498,1,1.0,4140
7499,1,6.0,4621
7500,1,1.7,212
7501,1,4.7,498
7502,1,6.6,4244
7503,1,2.9,1468
7504,1,6.1,2296
7505,1,6.3,1470
7506,1,1.5,3374
7507,1,2.4,2816
7508,1,4.6,1544
7509,1,2.8,4732
7510,1,2.4,4773
7511,1,8.2,4790
7512,1,7.7,2576
7513,1,4.4,1415
7514,1,5.6,475
7515,1,2.8,293
7516,1,6.4,725
7517,1,1.4,3660
7518,1,5.0,2651
7519,1,7.8,4985
7520,1,7.8,3493
7521,1,2.8,1814
7522,1,7.4,1134
7523,1,8.2,733
7524,1,8.3,1264
7525,1,5.0,479
7526,1,4.3,216
7527,1,3.5,1511
7528,1,6.5,3729
7529,1,2.8,3993
7530,1,9.7,2383
7531,1,2.9,937
7532,1,8.3,901
7533,1,9.0,385
7534,1,2.2,4923
7535,1,1.8,3805
7536,1,5.7,2495
7537,1,3.2,4394
7538,1,3.0,298
7539,1,9.5,1096
7540,1,9.9,4312
7541,1,4.4,3135
7542,1,7.7,4371
7543,1,8.0,1194
7544,1,8.3,2100
7545,1,2.1,2879
7546,1,3.2,1601
7547,1,3.5,1353
7548,1,9.1,4312
7549,1,9.7,2908
7550,1,1.6,2501
7551,1,8.1,2606
7552,1,8.5,1201
7553,1,8.8,318
7554,1,9.6,4144
7555,1,3.9,3696
7556,1,8.3,2057
7557,1,9.8,433
7558,1,1.3,1146
7559,1,8.0,4257
7560,1,4.6,3434
7561,1,7.6,1753
7562,1,6.2,176
7563,1,2.0,630
7564,1,8.7,1275
7565,1,4.9,2889
7566,1,2.6,4337
7567,1,1.0,2321
7568,1,2.9,1103
7569,1,2.6,4433
7570,1,4.6,4697
7571,1,9.5,720
7572,1,5.0,1166
7573,1,6.4,4553
7574,1,2.4,2316
7575,1,3.8,4636
7576,1,6.8,273
7577,1,4.7,2955
7578,1,3.8,1206
7579,1,2.4,476
7580,1,9.3,2233
7581,1,3.9,489
7582,1,2.1,3359
7583,1,3.9,1455
7584,1,3.9,4199
7585,1,3.1,838
7586,1,7.8,652
7587,1,9.4,88
7588,1,8.1,639
7589,1,9.4,3854
7590,1,6.5,2302
7591,1,5.0,1639
7592,1,1.3,532
7593,1,8.9,1281
7594,1,2.7,4265
7595,1,1.7,1988
7596,1,8.4,3743
7597,1,7.7,538
7598,1,4.5,2199
7599,1,1.4,2403
7600,1,4.2,4155
7601,1,5.8,3134
7602,1,5.6,757
7603,1,5.5,3507
7604,1,6.5,602
7605,1,7.9,2384
7606,1,6.1,302
7607,1,7.3,3945
7608,1,9.3,729
7609,1,8.2,4030
7610,1,1.7,4693
7611,1,2.8,2695
7612,1,6.8,1699
7613,1,6.4,2875
7614,1,3.5,908
7615,1,7.1,2798
7616,1,7.1,4022
7617,1,1.2,100
7618,1,2.7,1984
7619,1,8.9,709
7620,1,5.5,117
7621,1,6.7,4635
7622,1,6.1,1701
7623,1,9.5,3157
7624,1,4.3,3098
7625,1,3.3,2166
7626,1,4.9,3050
7627,1,3.9,1705
7628,1,9.7,3351
7629,1,2.1,1345
7630,1,5.5,1796
7631,1,6.1,2900
7632,1,4.4,1176
7633,1,2.7,3370
7634,1,4.6,1648
7635,1,3.9,2551
7636,1,5.9,98
7637,1,8.8,2122
7638,1,2.4,4057
7639,1,9.6,33
7640,1,4.2,4617
7641,1,8.2,1601
7642,1,2.1,3104
7643,1,2.3,4696
7644,1,9.5,451
7645,1,6.8,3579
7646,1,6.5,3663
7647,1,2.5,2473
7648,1,3.6,4303
7649,1,2.9,1612
7650,1,6.5,165
7651,1,9.4,3821
7652,1,6.3,3102
7653,1,7.1,3720
7654,1,4.7,4526
7655,1,8.1,4380
7656,1,3.1,3115
7657,1,3.2,1308
7658,1,3.3,1315
7659,1,7.8,1106
7660,1,3.6,4793
7661,1,7.3,4595
7662,1,6.9,3532
7663,1,5.1,1107
7664,1,3.5,4865
7665,1,8.1,598
7666,1,2.8,960
7667,1,4.4,4631
7668,1,6.2,3481
7669,1,8.7,1756
7670,1,8.4,603
7671,1,1.6,1137
7672,1,7.0,1849
7673,1,4.5,207
7674,1,7.1,1169
7675,1,7.0,2998
7676,1,1.5,3991
7677,1,8.3,1029
7678,1,5.3,4325
7679,1,5.7,4711
7680,1,1.5,1375
7681,1,6.1,3103
7682,1,2.9,4297
7683,1,10.0,4988
7684,1,4.1,2218
7685,1,9.9,2556
7686,1,6.1,3906
7687,1,3.2,4413
7688,1,1.3,896
7689,1,7.6,4606
7690,1,8.2,2278
7691,1,6.6,2079
7692,1,1.0,4187
7693,1,8.8,2461
7694,1,6.6,3462
7695,1,7.6,2434
7696,1,4.3,3163
7697,1,6.2,3258
7698,1,6.4,2269
7699,1,9.4,4200
7700,1,6.0,3754
7701,1,5.0,1319
7702,1,8.1,67
7703,1,3.8,3680
7704,1,1.3,2734
7705,1,8.2,4853
7706,1,1.3,3694
7707,1,1.2,3065
7708,1,3.3,3611
7709,1,2.9,3280
7710,1,6.3,1269
7711,1,2.6,3600
7712,1,1.3,1283
7713,1,7.9,3000
7714,1,2.8,85
7715,1,2.4,366
7716,1,6.8,4698
7717,1,7.9,4673
7718,1,2.2,4521
7719,1,3.9,2919
7720,1,1.8,518
7721,1,6.8,3373
7722,1,6.8,2393
7723,1,9.7,1032
7724,1,6.7,4306
7725,1,3.3,3093
7726,1,5.9,4596
7727,1,6.5,1787
7728,1,6.3,1053
7729,1,7.0,110
7730,1,1.9,1223
7731,1,8.9,3325
7732,1,7.9,3002
7733,1,3.6,4383
7734,1,6.4,2038
7735,1,9.7,4695
7736,1,4.9,4808
7737,1,9.2,621
7738,1,3.4,4521
7739,1,5.9,988
7740,1,6.1,1104
7741,1,5.8,1570
7742,1,6.9,3501
7743,1,7.6,3861
7744,1,5.5,1103
7745,1,2.9,4985
7746,1,3.9,1760
7747,1,8.1,4644
7748,1,4.9,2215
7749,1,1.3,3837
7750,1,2.5,26
7751,1,5.2,4408
7752,1,8.4,2884
7753,1,7.2,2050
7754,1,8.6,4225
7755,1,6.3,1992
7756,1,8.4,439
7757,1,2.2,4225
7758,1,3.9,1856
7759,1,9.0,535
7760,1,1.3,3044
7761,1,7.1,3995
7762,1,1.9,3670
7763,1,5.3,4995
7764,1,9.6,2402
7765,1,1.8,782
7766,1,3.5,2270
7767,1,6.7,298
7768,1,7.6,2062
7769,1,6.3,1700
7770,1,1.7,2461
7771,1,1.2,1281
7772,1,7.3,83
7773,1,3.2,4419
7774,1,5.8,4420
7775,1,9.9,1511
7776,1,5.9,846
7777,1,6.5,4278
7778,1,7.3,210
7779,1,7.8,3157
7780,1,4.5,3258
7781,1,1.6,911
7782,1,5.3,2269
7783,1,4.3,4301
7784,1,2.0,2049
7785,1,4.0,4990
7786,1,2.3,1786
7787,1,8.0,2650
7788,1,10.0,288
7789,1,3.0,65
7790,1,1.2,2794
7791,1,6.7,1810
7792,1,7.9,4635
7793,1,3.7,3480
7794,1,5.2,3402
7795,1,9.9,1796
7796,1,1.7,1014
7797,1,9.0,767
7798,1,3.2,3881
7799,1,6.3,3701
7800,1,6.0,2037
7801,1,6.5,3522
7802,1,6.4,1981
7803,1,2.2,3851
7804,1,8.7,2028
7805,1,5.6,42
7806,1,8.3,1758
7807,1,5.6,2139
7808,1,5.5,796
7809,1,5.3,1505
7810,1,5.8,3464
7811,1,5.6,4976
7812,1,6.8,4294
7813,1,1.8,4455
7814,1,5.1,774
7815,1,7.2,2010
7816,1,2.4,1839
7817,1,1.5,4818
7818,1,5.6,2293
7819,1,7.7,634
7820,1,1.9,1087
7821,1,8.7,4342
7822,1,9.6,4129
7823,1,7.2,373
7824,1,6.8,2724
7825,1,9.9,2082
7826,1,5.9,7
7827,1,6.5,4151
7828,1,4.5,2587
7829,1,8.7,2199
7830,1,4.2,1408
7831,1,4.0,517
7832,1,7.7,1562
7833,1,8.3,74
7834,1,3.0,1800
7835,1,1.4,303
7836,1,7.4,3289
7837,1,7.3,4307
7838,1,1.9,1193
7839,1,1.9,2009
7840,1,7.3,2104
7841,1,5.8,2269
7842,1,5.5,1601
7843,1,8.9,1953
7844,1,6.8,4106
7845,1,1.4,4735
7846,1,4.2,236
7847,1,6.1,957
7848,1,1.0,1995
7849,1,5.5,3054
7850,1,5.6,922
7851,1,5.6,4325
7852,1,7.9,4755
7853,1,5.7,3153
7854,1,5.4,403
7855,1,5.8,3288
7856,1,5.3,1905
7857,1,6.8,3659
7858,1,2.6,7
7859,1,2.4,3353
7860,1,4.7,4543
7861,1,9.8,1139
7862,1,8.1,4014
7863,1,10.0,1908
7864,1,8.7,2076
7865,1,7.2,4290
7866,1,9.7,3903
7867,1,6.8,72
7868,1,1.6,701
7869,1,7.0,2350
7870,1,4.0,1319
7871,1,4.6,734
7872,1,4.8,4750
7873,1,1.3,3273
